year,Value,Units,variable_code
2023,Financial performance, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial performance, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial performance, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial performance, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial performance, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial performance, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial performance, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial performance, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial performance, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial performance, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial position, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial position, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial position, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial position, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial position, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial position, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial position, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial position, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial position, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial position, Knitted Products and Footwear Manufacturing",Dollars (millions)
2023,Financial ratios, Knitted Products and Footwear Manufacturing",Dollars
2023,Financial ratios, Knitted Products and Footwear Manufacturing",Dollars
2023,Financial ratios, Knitted Products and Footwear Manufacturing",Percentage
2023,Financial ratios, Knitted Products and Footwear Manufacturing",Percentage
2023,Financial ratios, Knitted Products and Footwear Manufacturing",Percentage
2023,Financial ratios, Knitted Products and Footwear Manufacturing",Percentage
2023,Financial ratios, Knitted Products and Footwear Manufacturing",Percentage
2023,Financial ratios, Knitted Products and Footwear Manufacturing",Percentage
2023,7336,Dollars (millions),H01
2023,430,Dollars (millions),H02
2023,6841,Dollars (millions),H03
2023,Financial performance,Dollars (millions),H05
2023,Financial performance,Dollars (millions),H06
2023,42,Dollars (millions),H07
2023,6692,Dollars (millions),H08
2023,48,Dollars (millions),H09
2023,18,Dollars (millions),H10
2023,192,Dollars (millions),H11
2023,1257,Dollars (millions),H12
2023,0,Dollars (millions),H13
2023,257,Dollars (millions),H17
2023,4864,Dollars (millions),H18
2023,56,Dollars (millions),H20
2023,769,Dollars (millions),H21
2023,925,Dollars (millions),H22
2023,801,Dollars (millions),H23
2023,5398,Dollars (millions),H24
2023,2873,Dollars (millions),H25
2023,1786,Dollars (millions),H26
2023,383,Dollars (millions),H27
2023,95,Dollars (millions),H28
2023,739,Dollars (millions),H29
2023,5398,Dollars (millions),H30
2023,2772,Dollars (millions),H31
2023,1614,Dollars (millions),H32
2023,1012,Dollars (millions),H33
2023,413800,Dollars,H34
2023,45200,Dollars,H35
2023,178,Percentage,H36
2023,121,Percentage,H37
2023,40,Percentage,H38
2023,29,Percentage,H39
2023,15,Percentage,H40
2023,51,Percentage,H41
2023,7336,Dollars (millions),H01
2023,430,Dollars (millions),H02
2023,6841,Dollars (millions),H03
2023,Financial performance,Dollars (millions),H05
2023,Financial performance,Dollars (millions),H06
2023,42,Dollars (millions),H07
2023,6692,Dollars (millions),H08
2023,48,Dollars (millions),H09
2023,18,Dollars (millions),H10
2023,192,Dollars (millions),H11
2023,1257,Dollars (millions),H12
2023,0,Dollars (millions),H13
2023,257,Dollars (millions),H17
2023,4864,Dollars (millions),H18
2023,56,Dollars (millions),H20
2023,769,Dollars (millions),H21
2023,925,Dollars (millions),H22
2023,801,Dollars (millions),H23
2023,5398,Dollars (millions),H24
2023,2873,Dollars (millions),H25
2023,1786,Dollars (millions),H26
2023,383,Dollars (millions),H27
2023,95,Dollars (millions),H28
2023,739,Dollars (millions),H29
2023,5398,Dollars (millions),H30
2023,2772,Dollars (millions),H31
2023,1614,Dollars (millions),H32
2023,1012,Dollars (millions),H33
2023,413800,Dollars,H34
2023,45200,Dollars,H35
2023,178,Percentage,H36
2023,121,Percentage,H37
2023,40,Percentage,H38
2023,29,Percentage,H39
2023,15,Percentage,H40
2023,51,Percentage,H41
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023, dividends and donations", Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023, grants and subsidies", Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial ratios, Paper and Converted Paper Product Manufacturing",Dollars
2023,Financial ratios, Paper and Converted Paper Product Manufacturing",Dollars
2023,Financial ratios, Paper and Converted Paper Product Manufacturing",Percentage
2023,Financial ratios, Paper and Converted Paper Product Manufacturing",Percentage
2023,Financial ratios, Paper and Converted Paper Product Manufacturing",Percentage
2023,Financial ratios, Paper and Converted Paper Product Manufacturing",Percentage
2023,Financial ratios, Paper and Converted Paper Product Manufacturing",Percentage
2023,Financial ratios, Paper and Converted Paper Product Manufacturing",Percentage
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023, dividends and donations", Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023, grants and subsidies", Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial performance, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial position, Paper and Converted Paper Product Manufacturing",Dollars (millions)
2023,Financial ratios, Paper and Converted Paper Product Manufacturing",Dollars
2023,Financial ratios, Paper and Converted Paper Product Manufacturing",Dollars
2023,Financial ratios, Paper and Converted Paper Product Manufacturing",Percentage
2023,Financial ratios, Paper and Converted Paper Product Manufacturing",Percentage
2023,Financial ratios, Paper and Converted Paper Product Manufacturing",Percentage
2023,Financial ratios, Paper and Converted Paper Product Manufacturing",Percentage
2023,Financial ratios, Paper and Converted Paper Product Manufacturing",Percentage
2023,Financial ratios, Paper and Converted Paper Product Manufacturing",Percentage
2023,1505,Dollars (millions),H01
2023,116,Dollars (millions),H02
2023,1383,Dollars (millions),H03
2023,Financial performance,Dollars (millions),H05
2023,Financial performance,Dollars (millions),H06
2023,2,Dollars (millions),H07
2023,1413,Dollars (millions),H08
2023,13,Dollars (millions),H09
2023,8,Dollars (millions),H10
2023,51,Dollars (millions),H11
2023,425,Dollars (millions),H12
2023,0,Dollars (millions),H13
2023,87,Dollars (millions),H17
2023,812,Dollars (millions),H18
2023,17,Dollars (millions),H20
2023,113,Dollars (millions),H21
2023,127,Dollars (millions),H22
2023,107,Dollars (millions),H23
2023,958,Dollars (millions),H24
2023,466,Dollars (millions),H25
2023,209,Dollars (millions),H26
2023,40,Dollars (millions),H27
2023,14,Dollars (millions),H28
2023,282,Dollars (millions),H29
2023,958,Dollars (millions),H30
2023,373,Dollars (millions),H31
2023,364,Dollars (millions),H32
2023,221,Dollars (millions),H33
2023,247300,Dollars,H34
2023,17600,Dollars,H35
2023,128,Percentage,H36
2023,93,Percentage,H37
2023,25,Percentage,H38
2023,29,Percentage,H39
2023,11,Percentage,H40
2023,39,Percentage,H41
2023,1505,Dollars (millions),H01
2023,116,Dollars (millions),H02
2023,1383,Dollars (millions),H03
2023,Financial performance,Dollars (millions),H05
2023,Financial performance,Dollars (millions),H06
2023,2,Dollars (millions),H07
2023,1413,Dollars (millions),H08
2023,13,Dollars (millions),H09
2023,8,Dollars (millions),H10
2023,51,Dollars (millions),H11
2023,425,Dollars (millions),H12
2023,0,Dollars (millions),H13
2023,87,Dollars (millions),H17
2023,812,Dollars (millions),H18
2023,17,Dollars (millions),H20
2023,113,Dollars (millions),H21
2023,127,Dollars (millions),H22
2023,107,Dollars (millions),H23
2023,958,Dollars (millions),H24
2023,466,Dollars (millions),H25
2023,209,Dollars (millions),H26
2023,40,Dollars (millions),H27
2023,14,Dollars (millions),H28
2023,282,Dollars (millions),H29
2023,958,Dollars (millions),H30
2023,373,Dollars (millions),H31
2023,364,Dollars (millions),H32
2023,221,Dollars (millions),H33
2023,247300,Dollars,H34
2023,17600,Dollars,H35
2023,128,Percentage,H36
2023,93,Percentage,H37
2023,25,Percentage,H38
2023,29,Percentage,H39
2023,11,Percentage,H40
2023,39,Percentage,H41
2023,112,Dollars (millions),H01
2023,9,Dollars (millions),H02
2023,102,Dollars (millions),H03
2023,Financial performance,Dollars (millions),H05
2023,Financial performance,Dollars (millions),H06
2023,0,Dollars (millions),H07
2023,110,Dollars (millions),H08
2023,1,Dollars (millions),H09
2023,0,Dollars (millions),H10
2023,C,Dollars (millions),H11
2023,16,Dollars (millions),H12
2023,0,Dollars (millions),H13
2023,7,Dollars (millions),H17
2023,75,Dollars (millions),H18
2023,C,Dollars (millions),H20
2023,38,Dollars (millions),H21
2023,40,Dollars (millions),H22
2023,3,Dollars (millions),H23
2023,157,Dollars (millions),H24
2023,94,Dollars (millions),H25
2023,23,Dollars (millions),H26
2023,8,Dollars (millions),H27
